configuration,family,width,run,seed,generator_parameters,best_wasserstein,best_epoch,checkpoint_selecting_batch_wasserstein,evaluation_marginal_wasserstein,fresh_wasserstein_median,fresh_wasserstein_std,fresh_wasserstein_min,fresh_wasserstein_max,qq_rmse,abs_acf_discrepancy_mae_lags_1_4,acf_discrepancy_mae_lags_1_4,leverage_discrepancy_mae_lags_1_4,n_generated_windows,family_configuration,selection_rule
TCNN-6,TCNN,6,2,100,157,0.0007193009644944131,2130,0.0007195429639810895,0.0008632574898172513,0.0008603084608366807,3.309341644904043e-05,0.0008010981862014888,0.0009132767276886384,0.0021707904767224993,0.07947458082555017,0.015826643665609992,0.00847177793122726,10000,TCNN,lowest fresh marginal W1 among independently ranked width-level middle runs
