lag,raw_acf,absolute_acf,leverage
1,-0.08062826751043582,0.1586459576717307,-0.05839828787812461
2,0.04859115425658282,0.08850297108594594,-0.029423969387846846
3,-0.021049518099090576,0.0569838267196377,-0.02560869677965832
4,0.05530322697054068,0.14111779436703792,-0.05543338487545344
5,0.0017037559167702246,0.10677492070081536,-0.036220951081786947
6,0.008184842473775534,0.11090011161578663,0.007286558910598291
7,-0.014021080023870565,0.14145160701994752,-0.0059972780729143724
