lag,raw_acf_lower,raw_acf_upper,absolute_acf_lower,absolute_acf_upper,leverage_lower,leverage_upper
1,-0.14208519360480099,-0.010565391898261875,0.08690002615832484,0.20511201468598125,-0.13756852568854927,-0.03163695369510299
2,-0.013600494635008351,0.09761328560616411,0.043687692138077494,0.11981408268647313,-0.08705525705844877,-0.0033793530572607832
3,-0.06402391839370748,0.027705670925469994,0.005617545705588038,0.09389239967749585,-0.0829574619066079,0.0013636477751718782
4,-0.021334557208331117,0.10707053356732635,0.055606615396649295,0.17136800087087078,-0.09758488525704907,0.03822124311013705
5,-0.04295729110814002,0.048191523435159825,0.03863085529093039,0.12632035344076242,-0.06385098073712737,0.029665587094371993
6,-0.03982311058404497,0.04951505841976962,0.04669865506409306,0.14223897107704073,-0.03994587877994053,0.0359704860298092
7,-0.07354441190301862,0.04539305546436235,0.044712651374393016,0.15748760558371735,-0.05266875228968017,0.03110829774482216
