lag,raw_acf,absolute_acf,leverage
1,-0.08047591612702414,0.1587443391887159,-0.05827863860008315
2,0.0502340462723444,0.09328675984323173,-0.030951447598727675
3,-0.025554489034517614,0.05365352263340885,-0.02505213740248306
4,0.05466453711785471,0.1397945664311311,-0.05578696722861367
5,-0.002268088244457606,0.10745097235452852,-0.03814189469885456
6,0.007513122355058623,0.11422577250795418,0.0061559947376311755
7,-0.015206021571113369,0.14074550337765607,-0.0063016978153594295
